subpasta,arquivo,paginas_ocr,chars,status_ocr,numero_contrato,cnpj,valor,data_assinatura
contratos_transporte,01-contrato.pdf,3,7146,ok,,46.634.044/0001-74,,
contratos_transporte,02-anexo-i-dados-tecnicos.pdf,3,3607,ok,,,,
contratos_transporte,040320201427contrato.pdf,3,8492,ok,,46.634.044/0001-74,"104.705.280,00",27 de fevereiro de 2002
contratos_transporte,040320201429aditivo2.pdf,3,5278,ok,,46.634.044/0001-74,"8,959",19 de fevereiro de 2020
contratos_transporte,040320201429aditivo3.pdf,3,5627,ok,,46.634.044/0001-74,"13,736",19 de fevereiro de 2020
contratos_transporte,040320201429adivito.pdf,3,6111,ok,,46.634.044/0001-74,"78.528.960,00",19 de fevereiro de 2020
contratos_transporte,040320201429apostilamento.pdf,1,796,ok,,,"7,450",19 de fevereiro de 2021
contratos_transporte,040320201429apostilamento2.pdf,1,941,ok,,,"8,959","19 de
abril de 2022"
contratos_transporte,090420211322contrato.pdf,3,7798,ok,,46.634.044/0001-74,,04 de janeiro de 2021
contratos_transporte,2909202116101aditivo.pdf,3,5304,ok,,46.634.044/0001-74,"9,850",28 de setembro de 2021
contratos_transporte,290920211610contrato.pdf,3,8279,ok,,46.634.044/0001-74,,04 de janeiro de 2021
contratos_transporte,carta_anual_politicas_governanca_corporativas_2023.pdf,3,5415,ok,,,,14 de agosto de 2014
contratos_transporte,carta_anual_politicas_governanca_corporativas_2024.pdf,3,5194,ok,,,,14 de agosto de 2014
contratos_transporte,carta_anual_politicas_governanca_corporativas_2025.pdf,3,4440,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2018.pdf,3,6333,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2019.pdf,3,5473,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2020.pdf,3,6162,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2021.pdf,3,4682,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2022.pdf,3,5983,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2023.pdf,3,6261,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2024.pdf,3,5885,ok,,,,14 de agosto de 2014
contratos_transporte,carta_governanca_2025.pdf,3,6103,ok,,,,14 de agosto de 2014
contratos_transporte,cpl-0025-2015-aditivo-1.pdf,3,6807,ok,,,,
contratos_transporte,cpl-0025-2015-aditivo-2.pdf,3,6045,ok,,,,31 de janeiro de 2019
contratos_transporte,cpl-0025-2015-aditivo-3.pdf,3,8650,ok,,,,20 de março de 2020
contratos_transporte,cpl-0025-2015-aditivo-4.pdf,3,8247,ok,061/2018,,,28 de agosto de 2020
contratos_transporte,cpl-0025-2015-apostilamento-1.pdf,1,681,ok,,25.224.614/0001-88,,
contratos_transporte,cpl-0025-2015-apostilamento-2.pdf,1,856,ok,,25.224.614/0001-88,,
contratos_transporte,cpl-0025-2015-apostilamento5-jan2023.pdf,1,1160,ok,,,"8,52",01 de outubro de 2024
contratos_transporte,cpl-0025-2015-apostilamentodez2020.pdf,1,825,ok,061/2018,,"6,115",01 de outubro de 2020
contratos_transporte,cpl-0025-2015-apostilamentodez2023.pdf,1,879,ok,061/2018,,"8,18","01 de outubro de
2023"
contratos_transporte,cpl-0025-2015-apostilamentofev2021.pdf,1,627,ok,,25.224.614/0001-88,,
contratos_transporte,cpl-0025-2015-apostilamentojan2023.pdf,1,1196,ok,061/2018,,"7,070",01 de outubro de 2022
contratos_transporte,cpl-0025-2015-contrato.pdf,3,4242,ok,,,,
contratos_transporte,Relatorio_Anual_Integrado_2021.pdf,3,4981,ok,,,,
contratos_transporte,Relatorio_Anual_Integrado_2022.pdf,3,4102,ok,,,,
contratos_transporte,Relatorio_Anual_Integrado_2023.pdf,3,4692,ok,,,,
contratos_transporte,Relatorio_Anual_Integrado_2024.pdf,3,4754,ok,,,,
contratos_transporte,Relatorio_Anual_Integrado_2025.pdf,3,4498,ok,,,,
